if_stolen,if_dark_colour,cost_of_bike,if_near_city_center,location_type,if_popular_type,bike_type
1,1,1479,1,social,1,1
1,1,700,1,social,0,0
0,0,100,1,social,0,0
1,1,1500,1,social,0,0
1,1,1500,1,residential,1,1
1,1,4000,0,residential,0,0
1,1,1000,1,residential,1,1
1,1,2500,1,residential,1,1
1,0,700,0,residential,1,1
1,1,519,1,residential,1,1
1,0,1200,1,social,0,0
1,1,1200,1,social,0,0
1,1,500,1,residential,1,1
1,1,1000,0,residential,1,1
1,0,7000,1,residential,1,1
1,0,1600,1,social,0,0
1,1,700,1,residential,1,1
1,1,630,1,residential,1,1
1,0,90021,1,residential,0,0
0,1,800,1,social,1,1
1,1,600,1,educational,1,1
1,1,2558,1,residential,1,1
1,1,4300,1,social,1,1
1,0,800,1,residential,1,1
1,0,500,1,residential,1,1
1,0,1600,1,social,1,1
1,0,1500,1,residential,1,1
1,1,700,1,social,1,1
1,1,1200,1,residential,1,1
0,1,1000,1,residential,0,0
0,1,500,1,residential,1,1
1,1,500,1,residential,1,1
1,0,700,1,residential,1,1
1,0,150,1,social,1,1
1,0,2800,1,residential,1,1
1,1,600,1,residential,0,0
1,1,300,1,residential,0,0
1,1,250,1,residential,1,1
1,1,900,1,social,0,0
0,0,400,1,social,0,0
1,1,3000,1,residential,1,1
1,1,200,1,social,1,1
1,0,650,1,residential,1,1
1,0,550,1,residential,1,1
1,0,1050,1,residential,1,1
0,0,950,1,residential,1,1
1,1,1854,1,social,1,1
1,0,600,1,residential,1,1
1,0,300,1,residential,1,1
1,1,1000,1,social,1,1
0,0,950,1,residential,0,0
0,0,800,1,social,1,1
1,0,150,1,residential,0,0
0,0,2500,1,residential,1,1
1,0,300,1,residential,0,0
1,1,800,1,residential,0,0
1,0,1146,1,social,1,1
0,0,1000,1,social,0,0
1,0,500,1,social,1,1
0,1,1000,1,social,0,0
0,1,1500,1,residential,1,1
0,0,1500,1,residential,1,1
0,1,850,1,residential,0,0
1,1,6000,1,residential,1,1
1,0,500,0,residential,1,1
1,1,1100,1,social,1,1
1,1,300,1,social,1,1
1,0,2000,1,residential,0,0
0,1,2100,1,residential,1,1
1,1,1500,0,residential,0,0
0,1,700,0,residential,0,0
1,1,700,1,residential,1,1
1,0,663,1,residential,0,0
1,1,1000,0,residential,1,1
1,0,550,0,residential,1,1
1,1,300,1,social,1,1
1,0,200,1,residential,1,1
1,0,300,1,residential,0,0
1,0,300,1,residential,0,0
1,1,800,1,social,1,1
1,1,1000,1,social,1,1
1,1,400,1,social,1,1
1,1,1550,1,residential,1,1
1,1,400,1,social,0,0
1,0,400,1,social,0,0
1,0,575,1,social,1,1
1,1,250,1,residential,1,1
1,0,499,1,residential,1,1
1,1,499,1,residential,0,0
1,1,1000,1,residential,1,1
1,0,300,1,residential,0,0
1,0,300,1,social,1,1
1,1,800,1,residential,0,0
1,1,800,1,residential,0,0
1,0,700,1,educational,1,1
0,1,500,1,social,1,1
1,1,670,1,residential,0,0
0,1,700,1,residential,0,0
1,1,700,0,residential,0,0
0,1,1300,1,social,1,1
1,1,600,1,residential,1,1
1,1,600,1,residential,1,1
1,1,400,1,social,1,1
1,0,500,1,residential,1,1
1,1,1203,0,residential,1,1
1,1,1517,1,residential,1,1
0,0,715,0,educational,1,1
1,0,2000,1,residential,1,1
1,1,2500,1,residential,1,1
1,1,700,1,social,1,1
1,0,600,1,social,1,1
1,0,300,1,educational,1,1
1,0,100,0,social,1,1
1,1,300,1,residential,1,1
1,1,862,1,social,1,1
1,0,700,0,residential,1,1
1,0,564,1,social,1,1
1,0,400,1,residential,0,0
1,1,649,1,social,1,1
1,1,1140,1,social,1,1
1,1,500,1,social,1,1
1,1,3000,1,residential,1,1
1,1,600,1,social,1,1
1,0,800,1,residential,1,1
1,0,100,0,social,1,1
1,1,587,1,social,1,1
1,1,774,1,social,0,0
1,1,300,1,social,1,1
1,1,900,1,social,1,1
1,1,2500,1,residential,1,1
1,1,2500,1,residential,1,1
0,0,2500,0,residential,1,1
1,1,1200,0,residential,1,1
1,1,600,1,social,1,1
1,1,600,1,social,1,1
1,1,200,1,social,1,1
1,1,600,1,residential,1,1
1,1,1300,1,residential,1,1
1,0,300,0,educational,1,1
0,0,500,0,social,1,1
1,1,682,1,social,1,1
1,1,682,1,social,1,1
1,1,750,1,residential,1,1
1,1,2500,1,residential,0,0
0,0,100,1,residential,1,1
1,0,1125,1,residential,1,1
1,1,695,1,residential,1,1
1,1,650,1,residential,1,1
1,1,500,1,residential,0,0
1,1,1500,1,residential,0,0
1,1,1000,1,residential,1,1
1,0,500,1,residential,1,1
0,1,700,1,residential,1,1
1,0,299,1,residential,1,1
1,0,800,1,residential,1,1
0,1,500,1,social,1,1
1,1,500,1,social,0,0
1,1,500,1,social,1,1
1,1,500,1,residential,1,1
1,1,1800,1,social,1,1
0,0,1864,1,residential,1,1
1,0,750,1,residential,1,1
1,1,200,1,social,1,1
0,1,619,1,social,0,0
1,0,125,1,residential,1,1
1,1,3000,1,social,1,1
1,0,150,1,social,1,1
1,0,1500,1,residential,1,1
0,1,600,0,residential,1,1
0,0,200,0,residential,0,0
1,1,400,1,residential,1,1
0,1,580,1,social,1,1
0,1,1000,1,residential,1,1
1,0,600,1,residential,1,1
1,0,1200,1,residential,1,1
0,1,699,0,educational,1,1
0,1,2000,1,residential,1,1
1,1,700,1,residential,1,1
1,1,559,1,residential,1,1
1,0,711,1,residential,1,1
1,0,4000,1,social,1,1
1,0,260,1,social,0,0
1,1,400,1,residential,1,1
0,1,2600,1,residential,1,1
0,1,1000,1,residential,0,0
1,0,900,1,social,1,1
0,1,1200,1,residential,1,1
0,0,3100,1,residential,1,1
1,0,300,1,social,1,1
1,1,695,1,residential,1,1
1,1,500,1,residential,1,1
1,1,1200,1,social,1,1
1,1,695,1,residential,1,1
1,1,2000,1,residential,0,0
1,1,550,1,residential,1,1
1,1,600,1,social,1,1
0,0,80,1,social,0,0
1,1,1200,1,residential,1,1
0,1,400,1,residential,1,1
0,1,1139,1,residential,1,1
1,0,1200,1,residential,1,1
0,0,275,1,residential,1,1
1,0,1200,1,residential,1,1
0,1,600,1,residential,1,1
0,1,1000,1,residential,1,1
1,1,1200,1,residential,1,1
1,1,700,1,social,0,0
1,1,600,1,residential,1,1
1,1,50,1,residential,1,1
0,1,550,1,social,1,1
1,0,2000,1,residential,1,1
0,1,700,1,residential,1,1
1,1,2000,1,residential,0,0
1,0,650,1,residential,1,1
1,1,1200,1,social,1,1
1,1,600,1,residential,0,0
1,1,1500,1,social,1,1
1,0,470,1,social,0,0
1,0,400,1,social,0,0
1,1,200,1,social,1,1
1,0,250,0,residential,1,1
1,0,670,1,residential,1,1
1,1,100,1,residential,1,1
1,0,580,0,residential,1,1
0,1,1800,1,residential,1,1
1,0,1000,1,residential,1,1
1,0,100,1,residential,1,1
1,1,120,1,social,1,1
1,0,100,1,residential,1,1
1,1,850,1,residential,1,1
1,0,800,1,residential,1,1
0,0,10000,1,residential,1,1
1,0,300,1,social,1,1
1,1,550,0,educational,1,1
1,1,450,1,residential,1,1
1,1,600,1,social,1,1
1,1,867,1,residential,1,1
1,0,271,1,social,1,1
1,1,150,1,social,1,1
1,0,500,1,social,1,1
0,0,2000,1,social,0,0
1,1,259,1,residential,1,1
1,0,500,1,residential,1,1
0,1,1050,1,social,1,1
1,1,1200,1,residential,1,1
1,1,2000,1,residential,1,1
1,1,900,1,residential,1,1
1,0,1500,1,residential,1,1
1,0,800,1,residential,1,1
1,0,100,1,educational,1,1
1,0,1200,1,residential,1,1
1,1,299,1,residential,1,1
1,1,250,1,educational,1,1
1,1,999,1,social,1,1
1,1,200,1,social,1,1
1,0,529,1,social,1,1
1,0,200,0,residential,1,1
1,0,464,1,social,1,1
1,1,700,1,residential,1,1
0,0,519,1,social,1,1
0,0,519,1,social,1,1
1,1,1200,1,social,1,1
1,1,400,1,social,1,1
1,0,2850,1,residential,1,1
1,1,600,1,residential,1,1
1,0,800,1,residential,1,1
1,0,190,1,social,1,1
1,0,250,1,social,1,1
1,0,700,0,residential,1,1
1,1,500,0,social,1,1
1,1,500,0,social,1,1
1,0,400,1,social,1,1
1,0,500,1,social,1,1
1,0,1550,1,residential,1,1
0,0,300,1,social,1,1
1,1,300,1,social,1,1
1,0,2000,0,residential,0,0
1,1,1000,1,residential,0,0
1,0,508,1,residential,0,0
0,0,500,1,residential,1,1
0,0,500,1,residential,1,1
1,0,700,1,social,1,1
1,1,850,1,residential,1,1
1,1,1000,1,residential,1,1
1,0,600,1,educational,1,1
1,0,1900,1,residential,1,1
1,1,500,1,residential,1,1
1,1,450,1,residential,1,1
1,1,450,1,residential,0,0
1,0,1000,1,social,1,1
1,0,365,1,residential,1,1
1,1,650,1,social,1,1
1,0,1500,1,social,1,1
1,0,1000,1,social,1,1
1,0,1000,1,social,1,1
1,0,2000,1,residential,1,1
1,1,729,1,residential,1,1
1,1,729,1,residential,1,1
1,1,1000,1,residential,1,1
1,1,600,1,social,1,1
0,0,220,1,social,0,0
1,0,2000,1,residential,1,1
1,1,550,1,residential,1,1
1,1,800,1,residential,0,0
1,1,900,1,residential,1,1
1,1,1000,0,residential,1,1
1,1,400,1,residential,1,1
1,1,850,0,residential,1,1
1,1,600,1,educational,1,1
1,1,1800,1,residential,1,1
0,1,450,1,residential,1,1
1,0,899,1,social,1,1
1,1,600,0,residential,1,1
1,0,100,1,residential,1,1
0,1,3800,1,residential,1,1
1,0,800,1,social,1,1
1,0,450,1,social,1,1
0,0,220,1,residential,1,1
1,1,1800,0,residential,1,1
1,1,2800,0,residential,1,1
1,0,400,1,residential,0,0
0,1,1200,1,residential,1,1
1,0,700,1,residential,1,1
1,1,230,1,social,1,1
1,1,200,1,social,1,1
0,0,300,0,social,1,1
1,1,800,1,social,1,1
1,1,700,1,social,1,1
1,1,700,1,residential,1,1
0,0,500,1,residential,1,1
1,1,1175,1,residential,1,1
1,1,1500,1,residential,1,1
1,0,600,1,social,1,1
1,0,300,1,residential,1,1
1,0,750,1,residential,0,0
1,1,1000,1,residential,0,0
1,0,100,1,social,1,1
1,0,200,1,educational,1,1
1,1,700,1,social,1,1
1,0,265,1,residential,1,1
1,1,850,1,social,1,1
1,1,250,0,residential,1,1
1,1,649,1,social,1,1
1,0,300,1,social,1,1
1,1,1000,1,social,1,1
1,1,649,1,social,1,1
1,1,1000,1,social,1,1
1,0,900,1,residential,1,1
1,1,600,1,residential,1,1
1,0,650,1,residential,1,1
1,1,1154,1,residential,1,1
1,0,500,1,residential,1,1
1,1,50,1,social,1,1
1,1,600,1,social,1,1
1,1,200,1,residential,0,0
1,0,750,1,residential,1,1
1,1,128,1,residential,0,0
1,1,200,1,social,1,1
1,0,600,0,residential,1,1
1,1,400,0,residential,1,1
0,1,380,0,residential,1,1
1,0,600,1,educational,1,1
0,1,800,1,residential,1,1
1,0,850,1,residential,1,1
1,1,699,1,residential,1,1
1,0,700,1,residential,1,1
1,1,600,1,residential,1,1
1,1,30000,1,social,1,1
1,1,500,1,social,1,1
1,1,500,1,residential,1,1
1,0,1500,1,residential,1,1
1,0,500,1,residential,1,1
1,0,250,1,residential,1,1
1,1,900,1,social,1,1
1,0,500,1,residential,1,1
1,0,500,1,social,1,1
1,1,597,1,social,1,1
1,0,300,1,social,1,1
1,0,1000,1,residential,1,1
1,0,269,1,residential,1,1
1,0,299,1,residential,1,1
1,1,700,1,residential,1,1
0,0,550,1,residential,1,1
1,0,125,0,residential,1,1
1,1,500,1,residential,1,1
0,1,700,1,residential,1,1
1,0,200,1,social,1,1
1,0,450,1,residential,1,1
1,1,700,1,residential,0,0
1,0,600,1,social,1,1
1,0,250,0,residential,1,1
1,0,200,0,residential,1,1
1,1,838,1,social,1,1
1,0,100,1,social,1,1
1,1,700,1,residential,0,0
1,1,500,1,residential,1,1
1,0,2500,1,residential,1,1
1,1,600,1,residential,1,1
1,1,3000,1,residential,1,1
1,1,850,1,residential,1,1
1,0,700,1,residential,0,0
1,1,1899,1,residential,1,1
1,1,819,0,residential,0,0
1,0,169,0,residential,1,1
1,0,60,0,residential,1,1
1,0,54,0,residential,0,0
1,1,100,1,social,1,1
1,1,700,1,social,0,0
1,0,500,1,social,0,0
1,1,1400,1,residential,1,1
1,1,479,1,residential,1,1
1,0,500,0,social,1,1
1,0,800,1,social,1,1
1,1,2000,1,social,1,1
1,0,250,1,residential,0,0
1,1,450,1,residential,1,1
1,0,500,1,social,1,1
1,1,959,0,residential,1,1
1,1,1350,1,residential,1,1
0,0,200,1,social,1,1
1,1,600,1,residential,1,1
1,0,2000,1,social,1,1
1,1,800,1,residential,1,1
1,1,1049,1,residential,1,1
0,0,825,1,residential,0,0
1,0,520,1,social,1,1
1,1,485,1,residential,1,1
1,1,2400,1,residential,1,1
1,1,1500,1,social,1,1
1,1,2000,1,residential,1,1
1,1,500,1,social,1,1
1,1,1000,1,social,1,1
1,0,230,1,social,1,1
1,0,900,1,residential,1,1
1,0,400,1,residential,0,0
1,1,600,1,residential,1,1
1,1,1200,1,residential,1,1
0,0,1300,0,residential,1,1
0,0,829,1,residential,0,0
1,1,110,1,residential,1,1
1,1,200,1,educational,1,1
1,1,800,1,residential,1,1
1,0,650,1,residential,1,1
1,1,199,1,residential,1,1
0,0,600,1,social,1,1
1,0,338,1,social,1,1
1,1,2900,1,social,0,0
1,0,700,1,residential,1,1
1,1,1449,1,social,1,1
1,1,1000,1,social,1,1
1,0,499,1,social,1,1
0,0,499,1,social,1,1
0,0,75,1,residential,1,1
1,0,200,1,residential,1,1
1,0,200,1,social,1,1
0,0,400,1,residential,1,1
1,1,600,1,residential,1,1
1,0,550,1,residential,1,1
1,0,650,1,social,1,1
1,0,2000,1,residential,1,1
1,1,482,1,residential,1,1
1,1,920,1,social,1,1
1,0,1650,1,residential,0,0
0,1,684,0,residential,1,1
1,1,400,1,residential,1,1
1,0,300,1,residential,1,1
1,1,100,1,residential,1,1
1,0,650,0,residential,1,1
1,1,560,0,residential,1,1
1,0,800,1,residential,1,1
1,1,500,1,residential,1,1
1,1,500,1,residential,1,1
1,0,799,1,social,1,1
1,0,1299,1,residential,1,1
1,1,1000,1,social,0,0
1,1,1000,1,social,0,0
1,0,1199,1,residential,1,1
1,1,626,1,social,1,1
1,0,300,1,social,1,1
1,1,1000,1,social,1,1
1,0,799,1,residential,1,1
1,1,1000,1,social,1,1
1,1,1200,1,social,0,0
0,1,300,1,residential,1,1
0,1,400,1,residential,1,1
1,1,300,0,residential,1,1
1,0,600,1,social,0,0
1,1,1000,1,social,1,1
1,1,575,1,social,1,1
0,1,2300,1,residential,0,0
1,1,524,1,educational,1,1
0,1,550,1,residential,1,1
1,0,500,1,social,1,1
0,1,473,1,social,1,1
1,1,750,1,residential,1,1
1,1,700,1,social,1,1
1,1,650,1,residential,1,1
1,0,120,0,residential,1,1
1,0,1500,1,residential,1,1
1,0,1000,1,social,0,0
1,0,400,1,social,1,1
1,1,870,1,social,1,1
1,1,900,1,social,1,1
1,0,400,1,social,1,1
1,0,700,1,residential,1,1
1,1,500,1,residential,1,1
1,0,350,1,social,0,0
1,1,500,1,residential,1,1
1,0,600,1,residential,1,1
1,0,200,1,residential,1,1
1,0,3000,1,residential,1,1
1,0,400,1,social,1,1
1,0,400,1,social,1,1
1,0,800,1,social,1,1
1,1,1500,1,social,0,0
1,1,1500,1,social,1,1
0,1,615,1,residential,1,1
1,1,750,1,social,0,0
0,1,500,1,social,0,0
1,0,600,1,residential,1,1
0,1,1000,1,residential,1,1
1,1,680,1,social,1,1
0,0,1000,1,residential,1,1
1,0,700,1,social,1,1
0,1,500,1,residential,1,1
1,1,125,1,social,1,1
1,0,500,1,social,1,1
1,0,300,0,residential,1,1
1,1,900,1,residential,1,1
1,1,542,1,residential,1,1
1,0,300,0,social,0,0
1,1,500,1,social,1,1
0,1,619,1,residential,0,0
1,1,500,1,residential,1,1
1,0,300,0,social,1,1
1,1,375,1,social,1,1
1,1,375,1,social,1,1
1,0,1000,1,residential,1,1
1,1,620,1,residential,1,1
1,0,400,1,social,0,0
1,0,1600,1,social,1,1
1,1,300,1,social,1,1
1,1,1200,1,residential,1,1
1,0,1000,1,social,1,1
1,0,500,1,residential,1,1
1,0,300,1,social,0,0
1,1,500,1,residential,1,1
1,1,850,1,residential,1,1
1,1,3000,1,residential,0,0
1,1,900,0,residential,1,1
1,1,1000,1,residential,0,0
1,0,300,1,social,1,1
1,0,1400,1,social,1,1
1,0,700,1,social,1,1
1,1,1700,1,residential,0,0
1,1,150,1,residential,1,1
1,1,3000,1,residential,0,0
1,0,500,1,social,1,1
1,1,800,1,residential,1,1
1,1,250,1,social,1,1
1,1,500,1,residential,0,0
1,1,550,1,social,1,1
1,1,400,1,residential,1,1
1,0,650,1,residential,1,1
1,0,1600,1,residential,1,1
0,0,1100,1,residential,1,1
1,0,2500,1,residential,1,1
1,1,1000,1,residential,1,1
1,0,900,1,residential,1,1
1,1,500,1,residential,1,1
1,0,250,1,residential,0,0
1,1,1629,1,social,1,1
1,0,500,1,social,1,1
0,0,100,1,social,1,1
1,1,1000,1,residential,1,1
1,1,700,1,residential,1,1
1,0,2500,0,residential,1,1
1,0,4500,0,residential,1,1
1,1,500,1,social,1,1
1,1,800,1,social,0,0
1,0,100,1,social,1,1
1,1,200,0,residential,1,1
1,1,900,1,educational,1,1
1,1,5000,1,residential,1,1
1,0,700,1,residential,1,1
1,0,1500,1,residential,1,1
1,1,300,1,social,1,1
0,0,600,0,residential,1,1
0,1,3000,1,residential,1,1
0,1,700,1,residential,1,1
1,0,600,1,social,1,1
1,0,600,1,residential,1,1
1,1,1000,1,residential,1,1
1,1,2000,1,residential,1,1
1,1,1500,1,social,0,0
1,1,600,1,social,1,1
1,1,500,1,residential,1,1
1,1,500,1,residential,1,1
1,1,250,1,residential,1,1
1,1,700,1,residential,1,1
1,0,1000,1,residential,0,0
1,0,800,1,social,0,0
1,1,900,1,social,0,0
1,1,900,1,social,0,0
1,0,800,1,social,0,0
1,1,500,1,residential,1,1
1,1,700,1,residential,1,1
1,0,800,1,residential,1,1
1,0,600,0,residential,1,1
1,1,1000,1,residential,1,1
1,1,2114,1,social,1,1
1,0,2000,1,residential,1,1
1,1,688,1,residential,1,1
1,1,500,0,educational,1,1
1,1,734,1,social,1,1
1,0,120,1,residential,0,0
1,1,579,1,residential,1,1
1,0,400,1,educational,1,1
1,0,400,1,social,1,1
1,0,400,1,social,1,1
1,1,3600,1,residential,1,1
1,1,650,1,residential,0,0
0,0,600,1,residential,1,1
0,0,600,0,residential,1,1
1,1,1457,1,residential,1,1
1,0,500,1,social,1,1
1,1,2500,1,social,0,0
1,1,500,1,residential,1,1
1,0,500,1,social,1,1
1,1,4000,1,residential,1,1
1,1,300,1,educational,1,1
1,0,700,1,residential,1,1
1,0,350,1,residential,1,1
1,1,350,1,educational,1,1
1,1,500,0,residential,1,1
1,1,550,1,social,0,0
1,0,500,1,residential,1,1
1,0,679,1,residential,0,0
1,1,350,1,social,0,0
1,1,800,1,educational,1,1
1,1,800,1,residential,1,1
1,1,800,1,social,1,1
0,0,625,1,residential,1,1
1,0,560,1,residential,1,1
1,0,1900,1,residential,1,1
1,1,450,1,residential,1,1
1,1,300,1,residential,0,0
1,1,1000,0,residential,0,0
1,1,1500,0,residential,1,1
1,0,2190,1,residential,1,1
1,1,3000,1,residential,1,1
1,1,3200,1,residential,0,0
1,1,1500,1,residential,1,1
1,1,799,1,residential,1,1
1,1,1070,1,residential,0,0
0,1,600,0,educational,1,1
1,1,2500,1,social,0,0
1,1,200,0,residential,1,1
1,1,2000,1,residential,1,1
1,0,3000,1,residential,0,0
0,1,1500,1,social,1,1
0,1,3600,1,social,1,1
1,0,800,1,residential,0,0
1,0,750,1,social,1,1
0,1,800,1,social,0,0
1,1,2700,1,residential,1,1
1,1,1500,1,social,0,0
1,1,766,1,residential,1,1
1,1,2500,1,social,0,0
0,0,2000,0,social,0,0
0,0,2000,0,social,0,0
1,0,150,1,social,1,1
0,1,600,1,residential,1,1
0,1,600,1,residential,1,1
0,1,600,1,residential,1,1
1,1,550,1,residential,1,1
1,1,750,1,residential,1,1
1,1,3000,1,residential,1,1
1,0,2400,1,social,0,0
0,1,1500,1,residential,1,1
1,1,3500,1,social,0,0
1,1,1200,1,residential,1,1
0,0,720,1,social,0,0
0,1,600,1,social,1,1
1,1,3000,1,social,0,0
1,0,2000,1,social,0,0
1,1,2500,1,social,0,0
1,0,519,1,residential,1,1
1,0,200,1,social,1,1
1,1,1000,1,educational,1,1
1,1,677,1,social,1,1
0,0,520,1,social,1,1
1,1,600,1,educational,1,1
0,0,300,1,social,1,1
1,0,1000,1,residential,1,1
1,0,500,1,social,1,1
1,0,800,1,social,1,1
0,1,500,1,residential,0,0
0,1,1400,1,residential,1,1
0,1,1400,1,residential,1,1
0,0,700,1,social,1,1
1,0,500,1,residential,1,1
1,1,900,1,educational,1,1
1,1,600,1,social,1,1
1,1,900,1,residential,1,1
1,1,500,1,residential,1,1
1,1,650,1,social,1,1
1,1,100,1,social,1,1
1,1,2000,1,residential,1,1
1,1,1000,1,residential,1,1
1,0,500,1,residential,1,1
1,1,500,1,social,1,1
1,1,250,1,educational,1,1
1,1,200,1,social,1,1
1,1,1080,1,residential,1,1
1,1,300,1,residential,0,0
0,0,757,1,educational,1,1
0,1,800,1,social,1,1
0,0,800,1,social,0,0
0,0,140,1,social,1,1
1,1,650,1,social,0,0
0,0,450,0,social,1,1
1,0,350,1,social,1,1
1,0,750,1,residential,1,1
1,1,650,1,residential,1,1
1,1,1299,1,residential,1,1
0,1,2000,1,residential,1,1
1,0,1000,1,residential,1,1
1,0,1300,1,residential,1,1
1,0,600,1,social,1,1
0,1,600,1,social,1,1
1,1,1000,1,residential,1,1
1,1,700,1,social,1,1
1,0,300,1,social,1,1
1,1,500,1,residential,1,1
1,0,700,1,social,1,1
1,0,700,1,social,1,1
1,1,900,1,residential,1,1
1,0,1400,1,residential,0,0
1,1,150,1,social,1,1
1,1,400,0,social,1,1
1,0,480,0,residential,1,1
1,1,700,0,social,1,1
1,0,200,1,social,1,1
1,1,650,1,social,0,0
0,0,2000,1,residential,0,0
1,0,200,1,residential,1,1
1,1,300,1,residential,1,1
1,0,300,1,residential,1,1
1,0,844,1,social,1,1
1,0,500,1,social,0,0
1,1,800,1,social,1,1
1,1,450,1,social,1,1
1,1,400,1,social,1,1
1,1,600,1,residential,1,1
1,1,700,1,social,1,1
1,0,500,1,residential,1,1
1,1,779,1,residential,1,1
1,0,600,1,social,1,1
1,0,700,1,social,1,1
1,0,500,1,social,1,1
1,0,200,1,residential,1,1
1,0,100,1,residential,1,1
1,1,620,1,residential,1,1
1,0,500,1,social,1,1
1,0,2300,0,residential,0,0
1,0,1000,1,residential,1,1
1,0,800,1,residential,0,0
1,1,700,1,residential,1,1
1,1,5288,1,residential,0,0
1,1,4494,1,residential,0,0
1,1,2000,1,residential,0,0
1,1,2500,1,residential,1,1
1,0,5000,1,residential,0,0
1,1,1810,1,residential,0,0
1,1,2500,1,residential,1,1
1,1,2500,1,residential,1,1
1,1,1300,1,residential,1,1
1,1,800,1,residential,1,1
0,1,2500,1,social,0,0
1,1,1500,1,social,0,0
1,0,7915,0,residential,0,0
1,1,1000,1,residential,1,1
1,1,3200,1,residential,1,1
1,1,1000,1,social,1,1
1,1,900,1,social,1,1
1,0,2600,1,social,1,1
1,0,1500,1,residential,1,1
1,0,1800,1,residential,1,1
1,1,1400,1,residential,0,0
1,0,1225,1,residential,1,1
1,1,750,1,residential,0,0
0,0,2000,0,residential,0,0
1,1,879,1,residential,1,1
1,1,3200,1,residential,1,1
1,1,600,1,social,0,0
1,0,200,1,residential,1,1
1,1,1392,1,residential,1,1
1,0,700,1,social,1,1
1,0,750,0,residential,1,1
1,1,2200,1,residential,1,1
1,1,1200,1,residential,0,0
1,1,1180,1,social,1,1
1,1,500,1,residential,1,1
1,0,4000,1,social,0,0
1,1,800,0,residential,1,1
1,1,1200,1,social,1,1
1,0,600,1,residential,1,1
0,1,700,0,social,1,1
1,1,1200,1,residential,1,1
1,1,500,1,residential,1,1
1,1,1500,1,residential,1,1
1,1,700,1,residential,1,1
1,1,850,1,residential,1,1
1,0,650,1,residential,1,1
1,1,300,1,residential,1,1
0,0,1500,0,residential,1,1
1,0,220,1,residential,1,1
1,1,850,1,residential,1,1
1,0,3000,1,social,0,0
1,0,2000,1,social,0,0
1,0,1000,1,residential,1,1
1,0,500,1,residential,0,0
1,1,1000,1,social,0,0
1,1,2400,1,residential,1,1
1,1,500,1,residential,0,0
1,1,1500,1,residential,0,0
1,1,1250,0,residential,0,0
1,0,600,0,residential,0,0
1,0,4000,1,residential,0,0
1,1,5000,1,residential,1,1
1,1,700,1,residential,1,1
1,1,360,1,residential,1,1
0,1,500,1,residential,1,1
0,1,300,0,social,1,1
1,1,300,1,residential,1,1
1,0,500,1,residential,1,1
1,0,1200,1,residential,1,1
1,0,5500,1,social,0,0
1,0,600,1,residential,1,1
1,0,600,1,residential,1,1
1,1,1000,1,residential,1,1
1,0,2000,1,social,0,0
1,0,500,1,residential,1,1
1,1,750,1,residential,1,1
0,1,100,1,residential,1,1
0,1,1100,1,social,1,1
0,1,1000,1,residential,1,1
0,1,200,0,residential,1,1
0,0,1400,1,residential,0,0
0,0,1400,1,residential,0,0
1,1,1600,1,residential,1,1
0,1,2000,1,residential,0,0
1,0,1500,1,residential,1,1
1,1,350,1,residential,1,1
1,1,1900,1,social,0,0
0,1,2000,1,residential,1,1
1,1,1200,1,residential,0,0
1,1,500,1,residential,0,0
1,1,800,1,residential,0,0
1,1,2500,1,social,0,0
1,1,500,1,residential,0,0
1,0,2500,1,residential,0,0
1,0,1000,1,residential,0,0
1,0,2203,1,residential,1,1
1,0,3275,1,residential,1,1
1,0,500,1,residential,0,0
0,1,2000,1,social,0,0
1,1,700,1,residential,0,0
1,0,700,1,residential,1,1
1,1,1600,1,residential,0,0
1,0,1000,0,residential,0,0
1,0,1149,1,residential,1,1
1,0,7000,0,residential,1,1
1,0,1000,1,social,1,1
1,0,3500,1,residential,1,1
1,1,900,1,residential,1,1
1,0,700,1,residential,1,1
1,1,500,1,residential,1,1
1,0,500,1,residential,1,1
1,0,2000,1,residential,1,1
1,1,1700,1,residential,0,0
1,1,1999,1,residential,1,1
0,0,1200,1,residential,1,1
1,0,500,1,residential,1,1
1,0,1500,1,residential,0,0
1,1,850,1,residential,0,0
1,1,700,0,residential,1,1
1,1,289,1,social,1,1
1,1,1700,1,social,0,0
1,1,3318,0,residential,1,1
1,0,500,1,social,1,1
0,1,2000,0,residential,1,1
1,1,1000,1,residential,0,0
1,0,450,1,residential,1,1
1,1,2300,1,residential,1,1
1,1,771,1,residential,1,1
1,1,2000,1,residential,1,1
1,1,1200,1,residential,1,1
1,1,1600,1,residential,0,0
1,0,500,1,residential,0,0
1,1,2600,1,social,0,0
1,1,1600,0,residential,1,1
1,0,2500,1,residential,0,0
1,1,900,0,residential,1,1
1,0,3000,1,residential,0,0
1,1,900,1,residential,1,1
1,0,500,1,social,1,1
1,1,2500,0,social,0,0
1,1,100,0,residential,1,1
1,0,1000,1,residential,1,1
1,1,750,1,residential,1,1
1,1,600,1,residential,0,0
1,1,900,1,residential,0,0
1,1,2000,1,residential,1,1
1,1,400,1,social,1,1
1,1,2500,1,residential,0,0
1,1,344,0,residential,1,1
1,1,1500,1,residential,1,1
1,1,2000,1,residential,1,1
1,1,2000,1,residential,1,1
1,1,1000,1,residential,1,1
1,1,450,1,residential,0,0
0,1,1200,1,residential,1,1
1,0,1000,1,residential,1,1
0,1,500,0,residential,1,1
1,0,565,1,residential,1,1
1,1,1000,1,residential,1,1
1,1,800,1,residential,1,1
0,0,1000,1,residential,1,1
