if_stolen,if_dark_colour,cost_of_bike,if_near_city_center,location_type,if_popular_type,bike_type
0,1,2000,1,residential,1,1
1,1,450,1,social,0,0
1,1,500,1,social,1,1
1,1,500,1,social,1,1
1,0,250,1,residential,1,1
1,0,1500,1,residential,0,0
1,0,500,0,residential,1,1
1,0,400,0,residential,1,1
1,0,558,1,residential,1,1
1,1,630,1,residential,1,1
1,1,508,1,social,1,1
1,1,550,1,social,0,0
1,0,300,1,social,1,1
1,1,133,1,social,0,0
0,0,700,1,residential,1,1
0,0,400,1,residential,0,0
1,1,1000,1,residential,1,1
1,1,2000,1,residential,1,1
1,1,1500,1,residential,1,1
1,0,1500,1,social,1,1
1,1,1200,1,residential,1,1
1,1,700,1,residential,0,0
1,1,400,1,residential,1,1
0,0,100,1,residential,1,1
0,1,2500,1,residential,1,1
0,0,4000,1,residential,1,1
1,1,800,1,residential,1,1
0,0,700,1,residential,0,0
1,1,112,0,residential,1,1
1,0,600,1,social,0,0
1,0,500,0,residential,1,1
1,1,600,1,residential,0,0
1,1,500,1,residential,1,1
1,1,300,1,social,0,0
1,1,3000,0,residential,1,1
1,1,400,1,residential,0,0
1,0,3200,1,residential,1,1
1,1,3200,1,residential,0,0
1,1,1200,1,residential,0,0
1,1,500,1,social,0,0
1,1,500,1,social,1,1
1,0,2500,1,social,1,1
1,1,1300,1,social,1,1
1,1,4500,1,residential,1,1
1,1,3500,1,residential,1,1
1,1,400,1,residential,1,1
1,0,350,1,social,0,0
0,1,800,1,social,1,1
1,1,2500,1,residential,0,0
0,0,775,1,residential,0,0
0,1,300,1,social,1,1
1,0,1000,0,residential,0,0
0,1,500,1,social,1,1
1,1,2000,1,residential,0,0
1,1,200,0,residential,1,1
1,0,1200,0,residential,1,1
1,0,2500,0,residential,1,1
1,0,500,0,residential,1,1
1,0,180,0,residential,1,1
1,0,1100,0,residential,1,1
1,0,500,0,residential,1,1
1,0,500,0,residential,1,1
1,1,1400,1,residential,1,1
1,1,2000,1,social,0,0
1,1,600,1,social,1,1
1,1,600,1,residential,1,1
1,0,599,1,residential,1,1
1,0,500,1,residential,0,0
1,0,899,1,residential,1,1
1,0,200,1,social,1,1
1,1,740,1,social,1,1
0,1,700,1,residential,1,1
1,1,16000,1,residential,1,1
1,0,540,1,residential,0,0
1,0,300,1,social,0,0
1,0,800,1,social,1,1
1,1,600,1,residential,1,1
1,1,400,1,residential,1,1
1,1,600,1,residential,1,1
1,0,200,1,residential,1,1
1,1,900,1,residential,0,0
1,0,2000,1,residential,1,1
1,0,1000,0,residential,1,1
0,0,298,1,social,0,0
1,1,5000,1,social,1,1
1,1,3000,1,social,1,1
1,1,100,1,residential,1,1
1,1,1200,1,residential,0,0
1,1,800,0,residential,1,1
1,0,1400,1,social,0,0
1,1,400,1,residential,1,1
1,1,500,1,social,0,0
1,0,1200,1,residential,1,1
1,1,400,1,social,1,1
1,1,260,1,social,0,0
0,1,350,1,residential,1,1
1,0,300,1,residential,1,1
1,0,200,1,residential,1,1
1,0,3000,1,residential,1,1
1,1,700,1,residential,1,1
1,0,400,1,residential,1,1
1,1,400,1,residential,0,0
1,1,2600,1,residential,0,0
1,1,3500,1,social,1,1
1,0,1400,1,social,1,1
1,0,800,1,social,0,0
1,0,250,1,residential,1,1
1,0,250,1,residential,1,1
1,1,500,1,residential,1,1
1,1,1100,1,residential,1,1
1,0,250,1,social,1,1
0,0,4000,1,residential,0,0
1,0,2000,1,residential,0,0
0,1,90,1,social,0,0
0,1,7000,1,residential,1,1
0,1,6100,1,residential,1,1
1,1,700,1,social,1,1
1,0,763,1,social,1,1
1,1,650,1,social,0,0
1,0,1500,1,residential,0,0
1,0,400,1,residential,1,1
1,0,400,1,residential,1,1
1,0,400,1,residential,1,1
1,1,800,1,social,0,0
0,1,250,0,residential,1,1
1,0,600,1,social,1,1
1,0,1500,1,social,1,1
1,1,650,1,residential,1,1
1,1,1577,1,residential,1,1
1,1,300,1,residential,0,0
1,0,400,1,residential,1,1
1,1,500,1,residential,1,1
1,1,300,1,social,1,1
1,0,2000,1,social,1,1
0,1,590,1,residential,1,1
1,1,750,1,social,1,1
1,0,1300,1,social,1,1
1,0,1000,1,social,1,1
1,0,2200,1,social,0,0
1,1,250,1,residential,1,1
1,1,4689,1,social,0,0
1,1,1200,1,social,1,1
1,1,700,1,social,0,0
1,0,900,1,social,1,1
1,1,500,1,residential,0,0
1,0,1865,1,residential,1,1
1,0,1500,1,residential,1,1
1,1,300,1,social,1,1
0,1,1199,1,residential,0,0
1,1,2000,1,residential,0,0
1,1,1500,1,residential,0,0
1,1,2200,1,residential,0,0
1,0,800,1,social,1,1
1,1,1000,1,residential,1,1
1,1,970,1,residential,1,1
1,0,1003,1,residential,1,1
1,1,600,1,social,0,0
1,1,170,1,social,1,1
1,1,666,1,social,1,1
1,1,850,0,social,0,0
1,0,500,1,residential,1,1
1,1,550,1,residential,1,1
1,1,500,1,residential,1,1
1,1,761,1,residential,1,1
1,0,489,0,residential,1,1
1,1,900,1,social,1,1
0,0,100,1,social,1,1
1,1,1785,1,residential,1,1
1,0,500,1,social,1,1
0,1,600,1,residential,1,1
1,0,925,1,social,1,1
1,0,3000,1,residential,1,1
1,0,650,1,residential,1,1
1,0,400,0,residential,1,1
1,1,600,0,social,1,1
1,1,850,1,social,0,0
0,0,2000,1,residential,1,1
1,1,699,1,residential,1,1
1,1,275,1,social,1,1
0,0,400,1,residential,1,1
0,0,800,1,residential,1,1
1,0,1200,1,social,0,0
1,1,600,1,social,1,1
1,1,1000,1,social,1,1
0,1,2000,0,residential,1,1
0,1,275,1,residential,1,1
0,1,1500,1,residential,1,1
0,1,450,0,residential,1,1
0,0,1000,1,residential,1,1
0,0,1100,1,residential,1,1
0,0,750,1,residential,1,1
0,1,1050,0,social,1,1
0,1,500,1,residential,1,1
1,0,1000,1,residential,1,1
1,0,1000,1,residential,1,1
1,0,500,1,social,1,1
1,1,399,1,residential,1,1
0,0,1400,1,residential,1,1
0,1,800,1,social,1,1
0,1,270,1,social,1,1
1,1,500,1,social,1,1
1,1,750,1,residential,0,0
1,0,1500,1,residential,1,1
0,1,100,1,residential,1,1
1,1,800,1,social,1,1
1,1,1000,1,social,1,1
1,0,550,1,social,1,1
1,0,775,0,educational,1,1
1,1,900,1,educational,0,0
1,1,699,1,residential,1,1
1,0,500,1,educational,1,1
1,0,1000,1,residential,1,1
1,1,800,1,social,1,1
1,0,1000,1,social,1,1
1,0,1000,1,social,1,1
1,0,500,1,residential,0,0
1,0,499,0,social,0,0
1,1,450,1,social,1,1
1,1,750,1,residential,0,0
1,1,3500,1,residential,1,1
0,1,700,1,social,1,1
1,1,1600,1,residential,1,1
1,0,1500,1,residential,1,1
1,1,1100,1,residential,1,1
1,0,600,1,residential,1,1
1,0,1,1,social,1,1
1,0,500,1,educational,0,0
1,1,400,1,social,1,1
1,0,200,1,social,1,1
1,0,400,1,social,1,1
1,0,299,0,social,1,1
1,1,800,1,social,1,1
1,1,1600,0,residential,1,1
1,0,5000,1,social,0,0
1,0,1200,1,social,1,1
1,1,629,1,social,1,1
1,0,300,1,social,1,1
1,1,750,1,social,1,1
1,0,2000,1,residential,1,1
0,0,720,0,residential,1,1
1,0,1000,1,residential,1,1
1,1,500,1,social,1,1
0,0,500,0,residential,1,1
0,1,600,0,social,1,1
1,1,1062,1,residential,1,1
1,1,500,1,residential,1,1
1,0,300,1,residential,1,1
1,1,1500,0,residential,1,1
1,1,800,0,residential,1,1
1,1,8000,1,residential,0,0
1,0,8000,1,residential,0,0
1,0,1999,1,social,0,0
0,1,600,1,residential,0,0
1,0,3460,1,residential,1,1
1,0,4000,1,social,0,0
1,1,350,1,residential,0,0
0,0,300,1,social,0,0
1,0,400,1,residential,1,1
1,0,635,1,residential,1,1
1,0,650,1,educational,1,1
0,1,830,1,residential,0,0
0,0,4000,1,residential,1,1
1,1,150,1,residential,1,1
1,1,999,1,residential,1,1
1,1,1000,1,residential,1,1
1,0,2400,1,residential,1,1
1,0,2000,1,residential,1,1
1,0,400,1,social,1,1
1,1,1700,1,residential,1,1
1,1,1300,1,residential,1,1
1,0,1100,1,social,1,1
1,0,800,1,residential,1,1
1,1,452,1,residential,1,1
1,0,1500,1,residential,1,1
1,0,350,0,social,1,1
1,0,700,1,social,1,1
1,0,700,1,social,1,1
0,0,1200,1,social,1,1
0,1,600,1,residential,1,1
1,0,750,1,residential,1,1
1,1,550,1,social,1,1
1,0,600,0,residential,1,1
1,1,499,1,social,1,1
1,0,1499,1,social,1,1
0,1,275,1,social,1,1
1,0,250,1,residential,1,1
0,0,595,1,residential,1,1
0,1,150,1,social,1,1
0,1,450,1,social,1,1
1,0,3500,1,residential,1,1
1,0,600,1,residential,1,1
0,1,650,1,residential,1,1
0,1,350,1,residential,1,1
1,1,1000,1,residential,1,1
0,0,1600,1,educational,1,1
1,0,200,1,social,1,1
1,1,1000,1,residential,1,1
1,1,330,1,social,1,1
1,0,650,1,social,0,0
1,1,200,1,residential,0,0
1,0,250,1,social,0,0
1,0,500,1,social,1,1
1,1,500,1,residential,1,1
1,1,1500,1,residential,0,0
1,0,2000,1,social,1,1
0,0,6000,0,educational,1,1
0,0,200,1,residential,0,0
0,1,300,1,residential,1,1
1,0,900,1,residential,1,1
1,0,250,1,social,1,1
1,0,200,1,residential,1,1
0,1,650,1,residential,1,1
0,1,500,1,social,1,1
0,0,800,1,residential,1,1
1,0,300,1,residential,1,1
0,0,1000,1,social,1,1
1,1,800,1,residential,1,1
1,0,600,1,residential,1,1
1,1,500,1,residential,1,1
1,0,3000,1,social,1,1
0,0,350,1,residential,0,0
1,0,3000,1,residential,1,1
1,1,1200,1,residential,1,1
1,1,1000,1,residential,0,0
1,1,1000,1,residential,1,1
1,1,500,1,residential,1,1
0,0,700,1,residential,1,1
1,0,150,1,residential,1,1
1,1,500,1,social,1,1
1,1,2000,0,residential,1,1
1,0,2500,0,residential,1,1
1,0,716,1,residential,1,1
1,0,2500,1,residential,1,1
1,1,1000,1,social,1,1
1,1,800,1,social,1,1
1,1,2000,1,social,0,0
1,1,500,1,social,1,1
1,1,600,1,social,1,1
0,1,450,1,social,0,0
0,0,400,1,residential,0,0
1,0,650,1,social,1,1
1,1,429,1,social,1,1
1,1,900,0,residential,1,1
1,1,1200,1,educational,1,1
1,1,500,1,residential,1,1
1,1,2376,1,residential,1,1
0,0,2000,1,social,0,0
0,1,150,1,residential,1,1
1,1,1200,1,educational,0,0
1,0,499,1,residential,1,1
1,1,3000,1,residential,1,1
1,0,600,1,social,0,0
1,0,550,1,residential,1,1
0,1,800,0,social,1,1
0,0,800,0,social,1,1
1,1,850,1,educational,1,1
1,1,700,0,residential,1,1
0,0,435,1,residential,1,1
0,0,150,1,residential,1,1
0,0,550,1,social,1,1
1,1,400,1,social,1,1
1,0,659,1,educational,1,1
0,1,150,1,residential,0,0
1,0,500,1,residential,1,1
0,1,500,1,educational,1,1
1,1,500,1,residential,1,1
0,0,900,1,residential,1,1
0,0,75,1,residential,1,1
1,0,250,1,residential,1,1
1,0,349,1,residential,1,1
1,1,700,0,residential,1,1
1,0,600,1,social,1,1
1,1,1000,1,residential,0,0
1,1,1800,1,residential,1,1
1,1,1800,1,residential,1,1
1,0,550,1,residential,1,1
1,0,1500,1,residential,1,1
1,1,1000,0,social,0,0
1,1,1500,0,residential,1,1
1,1,625,0,residential,1,1
1,1,1200,1,residential,1,1
1,1,1200,1,residential,0,0
1,0,1000,1,residential,0,0
1,1,2500,1,social,1,1
1,0,1000,1,social,1,1
1,1,500,1,residential,1,1
1,1,1000,1,residential,1,1
1,1,829,1,social,1,1
1,0,500,1,residential,0,0
0,1,2000,1,social,1,1
0,0,600,1,residential,1,1
0,1,500,0,social,1,1
1,1,549,1,social,1,1
1,1,350,1,residential,1,1
1,0,300,1,residential,1,1
1,1,836,1,social,1,1
1,1,500,1,social,1,1
1,1,350,1,residential,1,1
1,0,400,1,residential,1,1
1,0,200,1,residential,1,1
1,0,1600,1,residential,1,1
1,0,1700,1,residential,1,1
1,1,150,1,social,1,1
1,0,2399,1,social,1,1
0,0,600,1,residential,1,1
1,0,200,1,social,1,1
1,0,500,1,residential,1,1
1,1,450,1,social,1,1
1,0,460,1,residential,1,1
1,1,500,1,social,0,0
1,0,700,1,residential,1,1
1,1,3152,1,residential,1,1
1,1,1000,1,residential,1,1
1,0,450,1,social,1,1
1,1,2500,1,residential,1,1
1,1,1000,1,residential,1,1
1,0,2300,1,social,0,0
1,1,750,1,social,1,1
1,0,1000,1,social,1,1
0,1,536,1,residential,0,0
0,0,500,0,social,1,1
1,1,300,1,social,1,1
1,0,600,1,residential,1,1
0,0,70,1,social,1,1
1,0,1200,1,social,1,1
1,1,450,1,social,1,1
1,1,870,1,residential,1,1
1,1,600,1,social,1,1
1,1,800,1,social,1,1
1,0,500,1,residential,1,1
1,0,1300,1,social,1,1
1,0,675,1,social,1,1
1,0,350,1,social,1,1
1,1,300,1,social,0,0
1,1,581,1,social,1,1
0,1,1000,1,social,1,1
1,0,1300,1,educational,1,1
1,0,1000,1,social,0,0
1,0,2000,1,residential,1,1
1,0,1000,1,residential,1,1
1,0,500,1,educational,1,1
1,1,700,1,social,1,1
1,0,250,1,residential,1,1
0,0,319,1,residential,1,1
0,1,500,1,social,1,1
1,1,2000,1,residential,1,1
1,1,1000,1,residential,1,1
1,0,1000,1,social,0,0
1,0,400,1,residential,1,1
1,0,600,1,residential,1,1
1,1,300,1,social,1,1
0,1,750,1,social,1,1
0,1,1000,1,social,0,0
1,1,849,1,residential,1,1
0,0,650,1,residential,1,1
1,0,700,1,residential,1,1
0,0,900,0,residential,1,1
1,0,500,1,social,1,1
1,1,4500,1,residential,0,0
1,0,575,1,residential,1,1
1,1,799,1,residential,1,1
1,1,700,1,residential,1,1
1,1,903,1,social,1,1
0,0,500,1,social,1,1
0,0,500,1,social,1,1
0,1,1200,1,residential,1,1
1,0,200,1,residential,1,1
1,1,700,0,social,1,1
0,1,700,1,residential,1,1
0,0,500,1,social,1,1
0,1,3000,1,residential,1,1
0,1,1200,1,social,0,0
1,1,499,1,social,1,1
0,1,400,1,residential,1,1
0,1,450,1,social,1,1
1,0,350,1,residential,1,1
1,0,250,1,residential,0,0
1,0,179,1,residential,1,1
1,0,600,1,residential,1,1
1,1,800,1,residential,1,1
1,0,500,1,residential,0,0
1,1,1200,1,social,1,1
1,0,700,1,social,1,1
1,0,550,1,residential,1,1
1,0,600,0,residential,0,0
1,0,800,0,residential,1,1
1,0,1000,1,social,1,1
1,1,399,1,residential,1,1
1,0,350,1,residential,1,1
1,1,650,1,residential,1,1
1,0,400,1,residential,1,1
1,0,400,1,residential,0,0
1,1,600,1,residential,1,1
1,1,600,1,residential,1,1
0,0,100,1,residential,0,0
0,1,75,1,residential,0,0
1,1,630,1,social,1,1
0,0,100,1,social,1,1
1,1,350,1,social,1,1
1,1,150,1,residential,1,1
1,1,900,1,residential,0,0
1,0,700,1,residential,1,1
0,1,269,1,social,1,1
0,0,700,1,social,1,1
1,0,338,1,social,1,1
1,0,600,1,educational,1,1
0,0,250,1,educational,1,1
1,0,130,1,social,1,1
1,0,500,1,social,1,1
1,0,2300,1,social,1,1
1,0,300,1,social,1,1
1,1,400,1,social,1,1
1,1,1000,1,residential,1,1
1,1,1800,1,social,1,1
1,1,1200,1,social,1,1
1,0,240,1,social,1,1
0,1,500,0,residential,1,1
0,1,400,0,residential,0,0
1,0,1965,1,residential,1,1
1,0,600,1,social,1,1
0,0,500,1,residential,1,1
1,0,1200,1,social,1,1
0,1,1500,1,residential,1,1
0,1,300,1,residential,1,1
1,1,3000,1,social,0,0
0,1,1500,1,social,0,0
1,1,749,1,residential,1,1
1,0,600,1,residential,1,1
1,1,500,1,residential,0,0
1,0,100,1,residential,1,1
1,1,2200,1,residential,1,1
1,1,600,1,residential,1,1
1,1,900,1,residential,1,1
1,1,1016,1,residential,0,0
1,0,750,1,social,1,1
0,1,269,0,social,1,1
1,1,729,1,social,1,1
1,1,110,1,residential,1,1
1,1,350,1,residential,0,0
1,0,679,1,social,0,0
1,1,680,1,social,1,1
1,0,500,1,residential,1,1
1,0,750,1,residential,1,1
1,1,1800,1,residential,1,1
1,0,1500,1,residential,1,1
0,0,450,1,residential,0,0
1,1,1200,1,social,1,1
1,1,1000,1,residential,1,1
1,0,1000,1,social,1,1
0,1,1300,1,residential,1,1
0,0,479,1,social,1,1
0,1,500,1,social,1,1
1,1,2300,1,residential,1,1
0,1,600,1,social,0,0
0,0,1203,1,social,1,1
0,1,949,1,residential,1,1
1,0,450,0,residential,1,1
1,1,500,1,residential,1,1
1,0,300,1,educational,1,1
1,1,350,1,social,1,1
1,0,2000,0,residential,1,1
1,0,1000,0,residential,1,1
1,1,850,1,social,1,1
1,0,500,1,social,1,1
1,0,500,1,residential,1,1
1,1,500,1,residential,1,1
1,0,500,1,residential,1,1
0,1,1000,1,residential,1,1
1,0,400,1,social,1,1
1,0,1000,1,residential,1,1
1,0,700,1,social,1,1
0,1,600,1,residential,0,0
1,1,3100,1,residential,1,1
1,0,500,1,residential,1,1
1,1,1300,1,residential,1,1
1,1,500,1,residential,1,1
1,1,1895,0,residential,1,1
1,1,600,1,residential,1,1
1,1,500,1,social,1,1
1,1,950,1,social,1,1
1,1,4500,1,residential,1,1
1,0,800,1,residential,1,1
1,0,1000,1,social,0,0
1,0,1669,1,social,1,1
1,0,280,1,social,1,1
1,1,1250,1,residential,1,1
0,1,420,1,social,1,1
0,0,600,1,residential,1,1
1,1,400,1,residential,1,1
1,1,520,1,social,1,1
1,1,810,1,residential,1,1
0,1,480,1,social,1,1
0,1,1200,1,social,1,1
0,0,400,1,social,1,1
0,0,800,1,residential,1,1
0,0,1000,1,residential,1,1
1,0,450,1,social,1,1
1,0,1000,1,social,1,1
1,0,390,1,residential,1,1
1,1,2500,1,social,1,1
1,1,800,1,social,1,1
0,0,220,0,residential,1,1
1,1,700,1,social,0,0
1,0,700,1,social,0,0
1,0,350,1,residential,1,1
1,1,100,1,residential,1,1
1,0,138,0,social,1,1
1,1,500,1,social,1,1
1,1,75,1,social,0,0
1,1,580,1,residential,1,1
1,0,994,0,residential,1,1
0,0,600,1,social,0,0
0,0,700,0,social,1,1
0,1,500,1,residential,1,1
0,1,1360,1,residential,1,1
1,0,900,1,residential,1,1
0,1,1500,0,residential,1,1
1,0,700,1,residential,1,1
0,1,400,1,residential,1,1
1,1,300,1,social,1,1
1,0,800,1,educational,1,1
0,0,600,1,social,1,1
0,1,500,1,residential,0,0
0,1,750,0,social,1,1
1,1,300,1,social,1,1
0,1,500,0,residential,1,1
1,1,800,1,social,1,1
1,1,700,1,educational,1,1
1,0,769,1,social,1,1
1,1,4999,1,residential,1,1
1,0,900,1,social,1,1
1,1,1500,1,residential,1,1
1,0,450,1,social,0,0
1,0,1354,1,educational,1,1
1,0,500,1,residential,1,1
1,0,350,1,social,0,0
1,0,400,1,educational,0,0
1,0,536,1,residential,1,1
1,0,1065,1,social,1,1
1,0,399,1,social,1,1
1,1,1065,1,residential,1,1
1,0,900,0,residential,1,1
1,0,250,1,residential,1,1
0,1,500,1,residential,1,1
1,0,300,1,social,1,1
1,0,600,0,residential,1,1
0,0,600,1,residential,1,1
0,0,300,1,residential,1,1
0,1,1157,1,residential,1,1
1,0,500,1,social,0,0
1,0,180,0,residential,1,1
1,1,800,1,residential,0,0
1,1,350,1,residential,1,1
1,1,850,1,residential,1,1
1,1,1000,1,residential,0,0
1,0,500,1,social,0,0
1,1,700,1,residential,1,1
1,0,300,1,residential,1,1
1,0,500,1,social,0,0
1,0,500,0,social,1,1
1,1,1000,1,residential,1,1
0,1,1500,1,residential,1,1
0,1,5000,1,residential,1,1
1,1,1200,1,residential,1,1
1,1,1149,1,residential,1,1
1,1,600,1,social,1,1
1,1,1000,1,educational,1,1
0,0,300,1,social,1,1
1,0,339,1,residential,0,0
1,0,8419,1,residential,1,1
1,1,750,1,residential,1,1
1,1,615,1,residential,1,1
1,1,500,1,residential,1,1
1,1,700,1,residential,1,1
1,0,500,1,social,1,1
1,1,150,1,social,1,1
1,0,300,1,residential,1,1
1,0,800,1,residential,1,1
1,1,113,1,social,1,1
0,1,500,1,residential,1,1
1,0,2400,1,social,1,1
0,1,300,0,social,1,1
0,1,115,1,residential,1,1
1,1,600,1,educational,1,1
1,0,350,1,social,1,1
1,1,900,1,educational,1,1
1,1,1500,1,residential,1,1
1,1,600,1,social,1,1
1,1,800,1,residential,0,0
1,1,500,1,social,1,1
1,0,800,1,social,1,1
1,1,400,1,residential,1,1
1,0,300,0,educational,0,0
1,1,860,1,residential,1,1
1,0,700,1,social,1,1
1,1,200,1,residential,1,1
1,0,1000,1,social,1,1
1,1,1000,1,social,1,1
0,1,1300,1,social,1,1
1,1,1500,1,residential,1,1
1,1,800,1,social,1,1
1,0,700,1,residential,1,1
1,0,600,1,residential,1,1
1,0,1600,1,residential,1,1
1,0,70,1,residential,1,1
1,0,250,1,residential,1,1
1,0,500,1,social,1,1
1,1,600,1,social,0,0
1,1,1000,1,social,1,1
1,1,700,1,educational,0,0
1,1,700,1,residential,0,0
1,0,1200,1,residential,1,1
1,1,600,1,residential,1,1
0,0,300,1,residential,1,1
1,0,500,1,residential,1,1
1,0,1600,0,residential,1,1
0,1,350,1,residential,1,1
1,0,250,1,residential,1,1
0,0,600,1,residential,1,1
1,1,800,1,social,1,1
1,0,500,1,residential,0,0
1,1,650,1,residential,1,1
1,1,600,1,residential,1,1
1,1,700,1,residential,0,0
0,1,2000,1,residential,1,1
1,1,660,1,social,0,0
1,1,500,1,residential,1,1
1,1,350,1,social,1,1
1,0,1100,1,residential,1,1
0,0,800,1,residential,1,1
0,0,500,1,social,0,0
1,0,200,1,social,1,1
0,0,350,1,residential,1,1
0,0,250,1,residential,1,1
0,0,200,1,social,1,1
1,0,300,1,social,1,1
0,1,500,1,social,1,1
1,1,700,1,residential,0,0
0,1,600,1,social,1,1
0,1,489,1,residential,0,0
0,0,3135,1,residential,1,1
0,1,1432,1,residential,1,1
0,0,3135,1,residential,1,1
0,1,1432,1,residential,1,1
0,0,3135,1,residential,1,1
1,1,900,1,residential,1,1
1,1,700,1,residential,1,1
1,0,700,1,residential,1,1
1,0,480,0,residential,1,1
1,0,3500,1,residential,1,1
1,1,1600,1,residential,0,0
1,0,2500,1,social,1,1
1,0,600,1,social,1,1
1,1,550,1,social,1,1
1,0,400,1,residential,0,0
0,1,320,1,residential,0,0
1,1,1000,1,social,1,1
1,1,300,1,social,1,1
1,1,3028,1,social,0,0
1,1,2500,1,residential,1,1
1,0,200,1,residential,1,1
1,0,850,1,residential,1,1
1,1,1025,1,social,0,0
1,1,170,1,residential,0,0
1,1,1000,1,residential,1,1
1,1,1200,1,residential,0,0
0,0,50,1,residential,1,1
1,1,800,0,residential,1,1
1,1,800,1,residential,1,1
1,1,1000,1,residential,1,1
1,1,200,1,social,0,0
1,1,800,1,social,0,0
1,0,750,1,social,1,1
1,0,1000,1,residential,0,0
1,1,700,1,social,1,1
1,1,350,1,social,0,0
1,0,999,1,residential,1,1
0,0,687,1,residential,1,1
1,0,200,1,social,1,1
1,0,1100,1,social,1,1
1,1,599,1,social,1,1
1,1,1000,0,educational,1,1
1,1,1200,1,residential,1,1
1,1,1000,1,residential,1,1
1,0,700,1,residential,0,0
0,0,3200,0,residential,1,1
1,1,450,1,residential,1,1
1,0,450,1,residential,1,1
1,0,400,1,residential,1,1
1,0,150,1,residential,1,1
1,1,650,1,residential,1,1
1,1,500,1,residential,1,1
1,1,395,1,residential,0,0
1,0,4500,1,residential,1,1
0,1,1600,1,social,1,1
1,1,600,1,social,0,0
1,1,800,1,residential,1,1
1,1,1000,1,residential,1,1
1,0,1245,1,social,1,1
0,1,300,1,social,1,1
1,0,1600,1,social,1,1
1,0,600,1,social,1,1
0,0,200,0,social,0,0
1,1,420,1,social,1,1
1,0,1200,1,residential,1,1
1,0,700,1,social,1,1
1,1,700,1,social,1,1
1,0,1000,1,residential,1,1
1,0,500,1,residential,1,1
1,1,1500,1,residential,1,1
0,0,400,1,residential,1,1
0,0,1300,1,social,0,0
0,1,550,1,residential,1,1
1,0,160,1,educational,0,0
1,1,420,1,social,1,1
0,1,250,1,residential,1,1
1,0,1400,1,social,0,0
1,1,100,0,educational,1,1
1,1,10000,1,residential,0,0
1,1,790,1,educational,1,1
1,0,2500,1,social,1,1
1,1,6000,1,residential,1,1
1,1,3187,1,residential,0,0
1,1,1631,1,residential,0,0
1,1,2250,1,residential,1,1
1,1,1500,1,residential,1,1
1,1,100,1,residential,1,1
1,0,350,1,social,1,1
1,1,169,1,residential,1,1
1,0,3000,1,social,1,1
1,0,1075,1,social,1,1
1,1,700,1,educational,1,1
1,0,1499,1,social,1,1
1,1,1000,1,educational,1,1
1,0,800,1,residential,1,1
0,1,2000,1,social,1,1
1,1,900,1,residential,1,1
0,0,700,1,social,1,1
0,1,576,1,residential,0,0
1,0,1500,1,social,1,1
1,0,950,1,social,0,0
1,0,50,1,residential,1,1
1,1,699,1,residential,1,1
1,1,699,1,residential,1,1
1,1,500,1,residential,1,1
1,0,1000,1,residential,1,1
1,0,1000,1,residential,1,1
1,1,1400,0,residential,1,1
1,1,700,1,residential,1,1
1,0,550,1,social,0,0
1,0,500,1,educational,1,1
1,1,3499,1,residential,1,1
1,1,800,1,residential,1,1
1,0,1500,1,social,1,1
1,0,2056,1,residential,1,1
1,0,750,1,residential,1,1
1,0,1500,1,residential,0,0
1,0,559,1,social,1,1
0,1,700,1,social,1,1
1,0,700,1,residential,0,0
0,1,600,0,residential,1,1
1,1,1500,1,residential,1,1
1,1,1500,1,residential,1,1
1,0,250,0,social,1,1
1,0,250,0,social,1,1
0,0,1500,1,residential,0,0
1,0,3000,1,residential,1,1
1,1,3000,1,residential,1,1
1,1,1000,1,residential,1,1
1,1,1000,1,residential,1,1
1,1,499,1,residential,1,1
1,0,500,1,residential,1,1
1,1,1000,1,residential,1,1
1,1,320,1,residential,0,0
1,0,400,1,residential,1,1
1,0,1800,1,social,0,0
1,1,500,1,social,1,1
1,1,520,1,residential,1,1
1,1,600,1,social,1,1
1,0,1000,1,residential,1,1
0,0,200,1,residential,1,1
0,1,1000,1,social,1,1
1,1,900,1,educational,1,1
1,0,1300,1,residential,1,1
1,1,650,0,social,1,1
0,1,600,1,social,1,1
1,1,2712,1,residential,0,0
1,1,3000,1,residential,0,0
0,1,200,1,residential,1,1
0,0,1242,1,social,0,0
1,0,3500,1,residential,1,1
1,0,1300,1,social,0,0
1,0,800,1,social,1,1
1,0,3000,1,residential,0,0
1,0,200,1,residential,1,1
1,0,1899,1,residential,1,1
1,1,8000,1,residential,1,1
1,1,300,0,residential,0,0
1,1,1000,0,residential,0,0
1,1,650,1,residential,1,1
1,1,610,1,residential,0,0
1,1,500,1,social,1,1
1,1,800,1,residential,1,1
1,1,750,1,residential,1,1
1,0,1000,1,residential,1,1
1,1,800,1,residential,1,1
0,1,100,1,residential,1,1
0,1,3000,1,residential,1,1
1,1,4000,1,residential,1,1
1,1,6000,1,residential,1,1
1,0,1350,1,residential,1,1
1,0,220,1,residential,0,0
1,0,800,1,residential,1,1
1,0,900,1,social,0,0
1,1,2102,1,residential,0,0
1,1,300,1,social,1,1
1,1,2000,1,social,0,0
1,1,570,1,residential,1,1
1,0,3927,1,residential,0,0
1,0,5000,1,social,1,1
1,1,1450,1,residential,0,0
1,1,850,1,residential,1,1
0,0,3500,1,residential,0,0
1,1,1000,1,residential,1,1
1,0,900,1,social,0,0
1,1,700,1,residential,0,0
1,0,1000,1,residential,1,1
1,1,750,0,residential,1,1
1,1,725,0,residential,1,1
1,0,800,1,residential,1,1
1,0,2300,1,residential,1,1
1,0,1000,1,social,1,1
